"Time","ID","Category","Group","Event","Msg. Type","Priority","Ether Type","Src. MAC","Src. Vendor","Src. Int.","Src. Zone","Dst. MAC","Dst. Vendor","Dst. Int.","Dst. Zone","Src. IP","Src. Port","Src. Name","Src.NAT IP","Src.NAT Port","In SPI","Dst. IP","Dst. Port","Dst. Name","Dst.NAT IP","Dst.NAT Port","Out SPI","IP Protocol","ICMP Type","ICMP Code","RX Bytes","TX Bytes","Access Rule","NAT Policy","User Name","Session Time","Session Type","IDP Rule","IDP Priority","HTTP OP","URL","VPN Policy","HTTP Result","Block Cat","Application","FW Action","Notes","Message"
"10/18/2018 21:33:40","1197","Network","NAT","Connection NAT Mapping","Standard Note String","Notice","","","","","","","","","","","","","","","","","","","","","","","","","","159","","","Unknown","","","","","","","","","","","NA","Source: 206.47.202.130, 10586, Destination: 192.175.48.1, 53, Protocol: 17-[Some details are no longer available]","NAT Mapping"
"10/18/2018 21:33:40","1431","Network","ICMP","ICMPv6 Packets Received","Standard Note Protocol","Information","34525","00:21:9B:74:29:D3","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::9192:c5cc:d958:ee00","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","","NA","ICMPv6","ICMPv6 packet received"
"10/18/2018 21:33:44","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:44","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:45","658","VPN","VPN IKE","Responder: IKE ID mismatch","Standard Note String","Warning","","","","","","","","","","216.218.206.106","14705","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN policy does not exist for peer IP address: 216.218.206.106","IKE Responder: Proposed IKE ID mismatch"
"10/18/2018 21:33:45","402","VPN","VPN IKE","Proposal Rejected","Standard Note String","Warning","","","","","","","","","","216.218.206.106","14705","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: ","IKE Responder: IKE proposal does not match (Phase 1)"
"10/18/2018 21:33:45","616","VPN","VPN IKE","Detail Error Log","Standard Note String","Error","","","","","","","","","","216.218.206.106","14705","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","Payload Type: SA","Payload processing failed"
"10/18/2018 21:33:45","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","216.218.206.106","14705","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","RECEIVED<<< ISAKMP OAK MM (InitCookie:0x3e35c70729dfedef RespCookie:0x0000000000000000, MsgID: 0x0)  (SA)"
"10/18/2018 21:33:45","355","VPN","VPN IKE","Responder Main Mode Request Received","Standard Note String","Information","","","","","","","","","","216.218.206.106","14705","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","","","","","NA","","IKE Responder: Received Main Mode Request (Phase 1)"
"10/18/2018 21:33:45","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","216.218.206.106","14705","","","","","udp","","","","","","","","","","","","","","","","","","NA","","SENDING>>>> ISAKMP OAK INFO (InitCookie:0x3e35c70729dfedef RespCookie:0x920dfe2ba07f81ea, MsgID: 0x0)  (NOTIFY: NO_PROPOSAL_CHOSEN)"
"10/18/2018 21:33:45","760","Network","TCP","TCP Handshake Violation Detected","Standard Note String","Notice","","","","X0","LAN","","","X0:V10","LAN","192.168.1.69","52587","","","","","192.168.10.199","80","","","","","tcp","","","","144","21 (LAN->LAN)","200","Admin",""," ","","","","","","","","General HTTP","drop","Handshake Timeout","TCP handshake violation detected; TCP connection dropped"
"10/18/2018 21:33:47","37","Network","UDP","UDP Packets Dropped","Standard Policy","Notice","2048","00:0C:29:8D:D2:0E","VMWARE","X0:V10","LAN","01:00:5E:05:06:0A","Unknown","","","192.168.10.3","58271","","","","","234.5.6.10","6050","","","","","udp","","","564","","","","","","","","","","","","","","","drop","","UDP packet dropped"
"10/18/2018 21:33:48","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x2801d731983262fb RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:48","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:33:48","36","Network","TCP","TCP Packets Dropped","Standard Policy","Notice","2048","18:03:73:CE:0A:CB","DELL","X0","LAN","C0:EA:E4:6A:DC:90","SONICWALL","X1","WAN","192.168.1.24","63449","","","","","8.28.3.193","8443","harmony-us2.8x8.com","","","","tcp","","","52","","10 (LAN->WAN)","","","","","","","","","","","","General TCP","drop","","TCP connection dropped"
"10/18/2018 21:33:51","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:51","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:54","598","Network","ICMP","LAN ICMP Allow","Standard ICMP Service","Information","2048","C0:EA:E4:6A:DC:90","SONICWALL","X0","LAN","00:00:00:00:00:00","XEROX CORPORATION","X0","LAN","192.168.1.254","","","","","","192.168.1.128","","","","","","icmp","0","0","","60","2 (LAN->LAN)","","","","","","","","","","","","Service Echo","forward","","ICMP packet from LAN allowed"
"10/18/2018 21:33:56","1430","Network","IP","IPv6 Packet with Ext Header","Standard Note Protocol","Information","34525","00:1E:4F:D0:F9:54","DELL","X0","","33:33:00:00:00:16","Unknown","","","fe80::310c:cc5:b350:b1af","","","","","","ff02::16","","","","","","0","","","76","","","","","","","","","","","","","","","NA","Extention header: 0","IPv6 Packet with extension header received"
"10/18/2018 21:33:56","1254","Network","ICMP","LAN ICMPv6 Deny","Standard ICMP Service","Notice","34525","00:1E:4F:D0:F9:54","DELL","X0","LAN","33:33:00:00:00:16","Unknown","X0","MULTICAST","fe80::310c:cc5:b350:b1af","","","","","","ff02::16","","","","","","ipv6-icmp","143","0","76","","","","","","","","","","","","","","Service Version 2 Multicast Listener Re","drop","packet did not match policy on Zones(LAN -> MULTICAST)","ICMPv6 packet from LAN dropped"
"10/18/2018 21:33:58","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:33:58","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:33:58","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0x2801d731983262fb RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:33:58","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:34:05","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:34:05","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:34:06","1233","Firewall Settings","Multicast","Link-Local/Multicast IPv6 Packet","Standard Note Protocol","Notice","34525","D4:BE:D9:E4:58:76","DELL","X0","LAN","33:33:00:01:00:03","Unknown","","","fe80::4924:ed2a:629a:346e","54897","","","","","ff02::1:3","5355","","","","","udp","","","75","","","","","","","","","","","","","","","drop","","Unhandled link-local or multicast IPv6 packet dropped"
"10/18/2018 21:34:08","971","VPN","VPN IKEv2","Peer Not Responding","Standard Note String","Warning","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; Falied 5 retries; IKEv2 InitSPI: 0x2801d731983262fb; IKEv2 RespSPI: 0x0000000000000000","IKEv2 Peer is not responding. Negotiation aborted."
"10/18/2018 21:34:08","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xbec1e45ff43f0b19 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:34:08","938","VPN","VPN IKEv2","Initiator: Send IKE_SA_INIT Request","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Send IKE_SA_INIT Request"
"10/18/2018 21:34:08","602","Network","DNS","DNS Allow","Standard Policy","Information","2048","F4:CC:55:C9:CE:C3","JUNIPER NETWORKS","X1","WAN","C0:EA:E4:6A:DC:91","SONICWALL","X1","WAN","67.69.184.7","53","mtrlpq02dnsvp1.srvr.bell.ca","","","","206.47.202.130","54820","","","","","udp","","","148","","","","","","","","","","","","","","General DNS","forward","","DNS packet allowed"
"10/18/2018 21:34:12","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:34:12","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:34:12","1420","Network","DHCPv6 Server","DHCPv6 Server Get Message","Simple Message String","Debug","","","","X0","","","","","","fe80::b0b2:c276:4e20:7dda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","DHCPv6 Server received message (MSG_SOLICIT)"
"10/18/2018 21:34:14","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","Two24CCA","","","","NA","","SENDING>>>> ISAKMP OAK IKE_SA_INIT (InitCookie:0xbec1e45ff43f0b19 RespCookie:0x0000000000000000, MsgID: 0x0)  (SA, KE, NONCE, NOTIFY: NATD Source IP, NOTIFY: NATD Destination IP, VID)"
"10/18/2018 21:34:14","972","VPN","VPN IKEv2","Initiator: Retransmit IKEv2 Request Due to Remote Party Timeout","Standard Note String","Information","","","","","","","","","","192.168.10.254","500","","","","","70.55.223.251","500","ipagstaticip-4be14d25-929c-a0d7-e38e-4546151c559d.sdsl.bell.ca","","","","udp","","","","","","","","","","","","","","","","","","NA","VPN Policy: Two24CCA; ","IKEv2 Initiator: Remote party Timeout - Retransmitting IKEv2 Request."
"10/18/2018 21:34:19","41","Network","Network Access","Unknown Protocol Dropped","Standard Note String","Notice","2048","08:2E:5F:1F:2D:55","HEWLETT PACKARD","X0","LAN","01:00:5E:00:00:16","Unknown","","MULTICAST","192.168.1.167","34","","","","","224.0.0.22","34","","","","","igmp","","","46","","","","","","","","","","","","","","","drop","","Unknown protocol dropped"
"10/18/2018 21:34:19","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:Username and password don't match."
"10/18/2018 21:34:19","737","Log","E-mail","SMTP Authentication Failed","Standard Message String","Warning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NA","","SMTP authentication problem:smtp auth challenge failed"
"10/18/2018 21:34:21","483","VPN","VPN IPsec","Invalid ID","Standard Note String","Warning","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","","Received notify: INVALID_ID_INFO"
"10/18/2018 21:34:21","346","VPN","VPN IKE","Quick Mode Started","Standard Note String","Information","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","","","","","","","","","","","","","","","","","","","NA","VPN Policy: TorontoToQC100","IKE Initiator: Start Quick Mode (Phase 2)."
"10/18/2018 21:34:21","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","206.47.202.130","500","","","","","67.70.211.10","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","SENDING>>>> ISAKMP OAK QM (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0xF0139E8D) *(HASH, SA, NON, KE, ID, ID)"
"10/18/2018 21:34:21","171","VPN","VPN IKE","IPsec Dead Peer Detection","Standard Message String","Debug","","","","","","","","","","67.70.211.10","500","","","","","206.47.202.130","500","","","","","udp","","","","","","","","","","","","","","TorontoToQC100","","","","NA","","RECEIVED<<< ISAKMP OAK INFO (InitCookie:0x4145bda1962547f8 RespCookie:0x972658cd054c6229, MsgID: 0x429FBBA8) *(HASH, NOTIFY: INVALID_ID_INFO)"
